297.000,377.000,227.000,321.000,414.000,349.000,114.000,176.000,170.000,126.000,469.000,914.000,1069.00,1345.00,1456.00,1767.00,2434.00,3423.00,4772.00,5828.00,6112.00,6869.00,8278.00,9064.00,7956.00,6066.00,3822.00,2649.00,1799.00,1602.00,1151.00,1108.00,597.000,259.000,656.000,574.000,400.000,725.000,1427.00,1516.00,1435.00
453.000,514.000,357.000,101.000,122.000,258.000,368.000,443.000,164.000,220.000,394.000,517.000,864.000,1064.00,1690.00,2533.00,3084.00,3710.00,3804.00,4970.00,7240.00,7718.00,8310.00,8497.00,7575.00,6680.00,4673.00,3270.00,2371.00,1350.00,981.000,905.000,543.000,279.000,364.000,382.000,303.000,403.000,619.000,691.000,535.000
254.000,274.000,132.000,168.000,98.0000,213.000,67.0000,456.000,399.000,4.00000,542.000,710.000,625.000,1039.00,1051.00,1692.00,2434.00,2846.00,3620.00,4519.00,5837.00,8406.00,10410.0,9205.00,6874.00,6394.00,5109.00,3376.00,2146.00,1180.00,564.000,585.000,298.000,132.000,252.000,188.000,-93.0000,542.000,692.000,850.000,385.000
-99.0000,-21.0000,-48.0000,135.000,90.0000,300.000,386.000,625.000,438.000,112.000,257.000,517.000,369.000,1158.00,1034.00,1404.00,1738.00,2088.00,3015.00,4913.00,6394.00,8024.00,7952.00,8121.00,7195.00,6478.00,5061.00,3587.00,2414.00,1467.00,657.000,475.000,332.000,388.000,541.000,445.000,387.000,220.000,108.000,192.000,176.000
550.000,167.000,-58.0000,162.000,239.000,376.000,230.000,468.000,428.000,43.0000,543.000,681.000,695.000,801.000,822.000,809.000,1327.00,2437.00,3179.00,4854.00,6397.00,7286.00,7384.00,7819.00,7913.00,6748.00,5211.00,4133.00,3190.00,2165.00,1432.00,1124.00,932.000,693.000,677.000,411.000,294.000,713.000,801.000,791.000,351.000
142.000,113.000,-177.000,-143.000,0.000000,-88.0000,80.0000,228.000,107.000,209.000,834.000,1061.00,778.000,837.000,726.000,946.000,1783.00,2556.00,2824.00,3813.00,5302.00,6304.00,5771.00,5201.00,4698.00,4652.00,3377.00,2513.00,1800.00,1035.00,646.000,513.000,141.000,47.0000,122.000,107.000,-39.0000,99.0000,178.000,148.000,251.000
26.0000,60.0000,130.000,-29.0000,113.000,221.000,39.0000,102.000,20.0000,-45.0000,317.000,893.000,835.000,1224.00,1392.00,1273.00,1100.00,2075.00,3003.00,4232.00,4955.00,5917.00,7637.00,7674.00,6634.00,5459.00,3936.00,2637.00,1702.00,1208.00,946.000,838.000,636.000,529.000,603.000,423.000,119.000,201.000,215.000,87.0000,-8.00000
7.00000,-79.0000,72.0000,-59.0000,152.000,9.00000,74.0000,294.000,309.000,117.000,395.000,545.000,576.000,1013.00,1259.00,1502.00,1880.00,2189.00,2614.00,3588.00,3896.00,4262.00,5328.00,6042.00,5479.00,4935.00,3607.00,2618.00,1729.00,1153.00,862.000,594.000,468.000,709.000,738.000,596.000,472.000,218.000,386.000,390.000,281.000
9.00000,24.0000,3.00000,-85.0000,305.000,130.000,4.00000,500.000,514.000,95.0000,33.0000,206.000,209.000,841.000,1022.00,1552.00,1805.00,2247.00,2119.00,2780.00,3895.00,4814.00,6207.00,7063.00,6030.00,5005.00,4105.00,3258.00,2188.00,1297.00,1003.00,697.000,561.000,206.000,405.000,325.000,100.000,204.000,602.000,675.000,444.000
422.000,-60.0000,144.000,192.000,458.000,571.000,673.000,423.000,279.000,-5.00000,243.000,415.000,424.000,975.000,1194.00,1181.00,1336.00,1598.00,2154.00,2731.00,3242.00,4378.00,5100.00,5416.00,4781.00,4287.00,3571.00,2529.00,1590.00,915.000,662.000,1132.00,881.000,406.000,709.000,222.000,-96.0000,-41.0000,456.000,478.000,253.000
403.000,275.000,229.000,262.000,275.000,42.0000,-11.0000,300.000,174.000,-2.00000,370.000,452.000,271.000,461.000,820.000,1078.00,1491.00,2249.00,2388.00,3380.00,3975.00,5151.00,5890.00,5419.00,4782.00,4450.00,3867.00,3057.00,1790.00,981.000,712.000,422.000,419.000,332.000,506.000,293.000,19.0000,-143.000,123.000,132.000,136.000
